icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg
8964c1,1662739024.0,0.0,1662748889,0.0,ETD223  ,VIDP,Unknown,OM11,Unknown,Boeing 787 9,B789,A6-BLQ,1662739024.0,1662748889.0,"VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",No Weather Info,2504.46169868147,11270.077644066614,35613.4453552505,0.05,11833.581526269943,37394.11762301303,11270.077644066614,35613.4453552505,,,0.0,11270.077644066614,35613.4453552505
8964c1,1662720877.0,0.0,1662731628,0.0,ETD224  ,OMAA,Unknown,VIDP,Unknown,Boeing 787 9,B789,A6-BLQ,1662720877.0,1662731628.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",3039.524276174594,13677.859242785673,43222.03520720273,0.05,14361.752204924956,45383.13696756287,13677.859242785673,43222.03520720273,290.0,14.0,0.02,13951.416427641387,44086.47591134678
8964bc,1662711312.0,0.0,1662747798,0.0,ETD871  ,RJAA,Unknown,OMAA,Unknown,Boeing 787 9,B789,A6-BLL,1662711312.0,1662747798.0,"RJAA 091100Z 13004KT 9999 FEW030 11/06 Q1014 NOSIG RMK 1CU030 A2994,RJAA,2025-04-09T11:00:00Z,35.765,140.386,11,6,130,4,,6+,29.94,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,36","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6517.316390299962,29327.923756349832,92676.23907006548,0.05,30794.319944167324,97310.05102356875,29327.923756349832,92676.23907006548,130.0,4.0,0.0,29327.923756349832,92676.23907006548
8964bc,1662687704.0,0.0,1662696625,0.0,ETD878  ,Unknown,Unknown,Unknown,Unknown,Boeing 787 9,B789,A6-BLL,1662687704.0,1662696625.0,No Weather Info,No Weather Info,4958.899421500426,22315.04739675192,70515.54977373606,0.0,22315.04739675192,70515.54977373606,22315.04739675192,70515.54977373606,,,0.0,22315.04739675192,70515.54977373607
896408,1662687069.0,0.0,1662731296,0.0,ETD6HZ  ,KIAD,Unknown,OMAA,Unknown,787 9,B789,A6-BLC,1662687069.0,1662731296.0,"KIAD 091052Z 00000KT 10SM CLR M03/M08 A3028 RMK AO2 SLP256 T10281083,KIAD,2025-04-09T10:52:00Z,38.9348,-77.4473,-2.8,-8.3,0,0,,10+,30.28,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2191.342489766464,9861.041203949088,31160.89020447912,0.05,10354.093264146542,32718.934714703075,9861.041203949088,31160.89020447912,0.0,0.0,0.0,9861.041203949088,31160.890204479118
89637d,1662734052.0,0.0,1662737716,0.0,ETD318  ,Unknown,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIT,1662734052.0,1662737716.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6981.453236516065,31416.53956432229,99276.26502325844,0.0,31416.53956432229,99276.26502325844,31416.53956432229,99276.26502325844,,,0.0,31416.53956432229,99276.26502325844
89637d,1662721649.0,0.0,1662725989,0.0,ETD317  ,Unknown,Unknown,OERK,Unknown,A320 232SL,A320,A6-EIT,1662721649.0,1662725989.0,No Weather Info,"OERK 091100Z 24004KT CAVOK 38/02 Q1015 NOSIG,OERK,2025-04-09T11:00:00Z,24.945,46.702,38,2,240,4,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,618",5021.810972727177,22598.149377272297,71410.15203218046,0.0,22598.149377272297,71410.15203218046,22598.149377272297,71410.15203218046,,,0.0,22598.149377272297,71410.15203218046
896488,1662749701.0,0.0,1662758126,0.0,ETD72K  ,OMAA,Unknown,Unknown,Unknown,787 9,B789,A6-BLH,1662749701.0,1662758126.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6614.840859691697,29766.78386861264,94063.03702481596,0.05,31255.12306204328,98766.18887605677,29766.78386861264,94063.03702481596,290.0,14.0,0.02,30362.119545984893,95944.29776531227
896488,1662715413.0,1662715414.0,1662735959,1662736112.0,ETD98V  ,EBBR,EBBR,OMAA,OMAA,787 9,B789,A6-BLH,1662715414.0,1662736112.0,"EBBR 091120Z 02006KT 350V050 CAVOK 13/04 Q1026 NOSIG,EBBR,2025-04-09T11:20:00Z,50.896,4.526,13,4,20,6,,6+,30.30,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,49","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5497.069993737951,24736.814971820782,78168.33531095367,0.05,25973.65572041182,82076.75207650136,24736.814971820782,78168.33531095367,20.0,6.0,0.0,24736.814971820782,78168.33531095367
896488,1662681608.0,0.0,1662704174,0.0,ETD46X  ,Unknown,Unknown,EBBR,Unknown,787 9,B789,A6-BLH,1662681608.0,1662704174.0,No Weather Info,"EBBR 091120Z 02006KT 350V050 CAVOK 13/04 Q1026 NOSIG,EBBR,2025-04-09T11:20:00Z,50.896,4.526,13,4,20,6,,6+,30.30,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,49",5111.669088755674,23002.51089940053,72687.93444210569,0.0,23002.51089940053,72687.93444210569,23002.51089940053,72687.93444210569,,,0.0,23002.51089940053,72687.93444210569
89642b,1662709564.0,0.0,1662711914,0.0,ETD378  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEF,1662709564.0,1662711914.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2689.367567515426,12102.154053819417,38242.80681006936,0.0,12102.154053819417,38242.80681006936,12102.154053819417,38242.80681006936,,,0.0,12102.154053819417,38242.806810069356
89642b,1662701640.0,0.0,1662704269,0.0,ETD371  ,OMAA,Unknown,OBBI,Unknown,A321 231SL,A321,A6-AEF,1662701640.0,1662704269.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",5018.248709461536,22582.11919257692,71359.49664854305,0.05,23711.22515220576,74927.4714809702,22582.119192576916,71359.49664854305,290.0,14.0,0.02,23033.761576428456,72786.68658151393
89642b,1662688632.0,0.0,1662690138,0.0,ETD54N  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEF,1662688632.0,1662690138.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4375.886228943109,19691.488030243992,62225.10217557102,0.0,19691.488030243992,62225.10217557102,19691.488030243992,62225.10217557102,,,0.0,19691.488030243992,62225.10217557102
89653b,1662746892.0,0.0,1662759530,0.0,ETD216  ,OMAA,Unknown,VOBL,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662746892.0,1662759530.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VOBL 091100Z 05012KT 8000 SCT012 SCT020 32/10 Q1012 NOSIG,VOBL,2025-04-09T11:00:00Z,13.205,77.704,32,10,50,12,,4.97,29.88,,,,,,TRUE,,,,,SCT,1200,SCT,2000,,,,,MVFR,,,,,,,,,,,,METAR,908",4448.68242770627,20019.070924678213,63260.26412198316,0.05,21020.024470912125,66423.27732808232,20019.070924678213,63260.26412198316,290.0,14.0,0.02,20419.45234317178,64525.46940442282
89653b,1662713491.0,0.0,1662736258,0.0,ETD26W  ,LEMD,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662713491.0,1662736258.0,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6640.798485243018,29883.59318359358,94432.15446015573,0.05,31377.77284277326,99153.76218316352,29883.59318359358,94432.15446015573,,,0.0,29883.59318359358,94432.15446015573
89653b,1662681614.0,0.0,1662704374,0.0,ETD68W  ,Unknown,Unknown,LEMD,Unknown,Boeing 787-9 Dreamliner,B789,A6-BND,1662681614.0,1662704374.0,No Weather Info,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589",3615.274968719513,16268.737359237808,51409.21005519148,0.0,16268.737359237808,51409.21005519148,16268.737359237808,51409.21005519148,,,0.0,16268.737359237808,51409.21005519148
8964be,1662714010.0,0.0,1662735403,0.0,ETD35Q  ,LEBL,Unknown,OMAA,Unknown,787 9,B789,A6-BLN,1662714010.0,1662735403.0,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3683.802092860021,16577.109417870095,52383.6657604695,0.05,17405.9648887636,55002.84904849298,16577.109417870095,52383.6657604695,180.0,9.0,0.0,16577.109417870095,52383.6657604695
8964be,1662681610.0,0.0,1662702418,0.0,ETD88U  ,Unknown,Unknown,LEBL,Unknown,787 9,B789,A6-BLN,1662681610.0,1662702418.0,No Weather Info,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2",2781.1819425559884,12515.318741501947,39548.40722314616,0.0,12515.318741501947,39548.40722314616,12515.318741501947,39548.40722314616,,,0.0,12515.318741501947,39548.407223146154
89653c,1662688964.0,0.0,1662690054,0.0,ETD281  ,Unknown,Unknown,OMAD,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BME,1662688964.0,1662690054.0,No Weather Info,"OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",6946.758251555678,31260.41213200055,98782.90233712176,0.0,31260.41213200055,98782.90233712176,31260.41213200055,98782.90233712176,,,0.0,31260.41213200055,98782.90233712175
8964c0,1662720422.0,0.0,1662745154,0.0,ETD57X  ,OMAA,Unknown,EGLL,Unknown,B787-9,B789,A6-BLP,1662720422.0,1662745154.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",5868.223984380943,26407.007929714244,83446.14505789701,0.05,27727.35832619996,87618.45231079186,26407.007929714244,83446.14505789701,290.0,14.0,0.02,26935.148088308528,85115.06795905496
8964c0,1662681604.0,0.0,1662694695,0.0,ETD235  ,Unknown,Unknown,OMAA,Unknown,B787-9,B789,A6-BLP,1662681604.0,1662694695.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5815.255292464543,26168.648816090445,82692.93025884581,0.0,26168.648816090445,82692.93025884581,26168.648816090445,82692.93025884581,,,0.0,26168.648816090445,82692.93025884581
8964bd,1662725871.0,0.0,1662740494,0.0,ETD245  ,VGTJ,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLM,1662725871.0,1662740494.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5859.067856777015,26365.805355496566,83315.94492336916,0.0,26365.805355496566,83315.94492336916,26365.805355496566,83315.94492336916,,,0.0,26365.805355496566,83315.94492336916
8964bd,1662702493.0,0.0,1662717887,0.0,ETD240  ,Unknown,Unknown,Unknown,Unknown,787-9 Dreamliner,B789,A6-BLM,1662702493.0,1662717887.0,No Weather Info,No Weather Info,2247.993320634485,10115.969942855185,31966.46501942238,0.0,10115.969942855185,31966.46501942238,10115.969942855185,31966.46501942238,,,0.0,10115.969942855185,31966.465019422387
8964bd,1662682604.0,0.0,1662683759,0.0,ETD3SQ  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLM,1662682604.0,1662683759.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5974.062701620769,26883.282157293463,84951.17161704735,0.0,26883.282157293463,84951.17161704735,26883.282157293463,84951.17161704735,,,0.0,26883.282157293463,84951.17161704735
896534,1662723270.0,0.0,1662744957,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLW,1662723270.0,1662744957.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2466.758211293756,11100.4119508219,35077.30176459721,0.0,11100.4119508219,35077.30176459721,11100.411950821905,35077.301764597214,,,0.0,11100.411950821905,35077.30176459722
896534,1662681604.0,0.0,1662694405,0.0,ETD418  ,Unknown,Unknown,WMKK,Unknown,787-9 Dreamliner,B789,A6-BLW,1662681604.0,1662694405.0,No Weather Info,"WMKK 091100Z VRB01KT 9000 FEW017CB 28/24 Q1008 NOSIG,WMKK,2025-04-09T11:00:00Z,2.747,101.714,28,24,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21",6206.91979926741,27931.139096703344,88262.39954558256,0.0,27931.139096703344,88262.39954558256,27931.139096703344,88262.39954558256,,,0.0,27931.139096703344,88262.39954558256
89650a,1662699155.0,0.0,1662720118,0.0,ETD980  ,Unknown,Unknown,OMAA,Unknown,Boeing 777-F,Unknown,A6-DDF,1662699155.0,1662720118.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5057.772481421094,22759.976166394925,71921.52468580796,0.0,22759.976166394925,71921.52468580796,22759.976166394925,71921.52468580796,,,0.0,22759.976166394925,71921.52468580796
89650a,1662681604.0,0.0,1662687139,0.0,ETD979  ,Unknown,Unknown,Unknown,Unknown,Boeing 777-F,Unknown,A6-DDF,1662681604.0,1662687139.0,No Weather Info,No Weather Info,6319.335913615893,28437.01161127152,89860.956691618,0.0,28437.01161127152,89860.956691618,28437.01161127152,89860.956691618,,,0.0,28437.01161127152,89860.956691618
896538,1662749577.0,0.0,1662750748,0.0,ETD279  ,Unknown,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNA,1662749577.0,1662750748.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6791.746286687207,30562.85829009244,96578.6321966921,0.0,30562.85829009244,96578.6321966921,30562.858290092438,96578.6321966921,,,0.0,30562.858290092438,96578.63219669211
8964fb,1662733601.0,1662733602.0,1662756021,1662756028.0,ETD71M  ,EGLL,EGLL,OMAA,OMAA,B787-9,Unknown,A6-BLV,1662733602.0,1662756028.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5480.206335816785,24660.92851117553,77928.5340953147,0.05,25893.97493673432,81824.96080008043,24660.92851117553,77928.5340953147,70.0,10.0,0.02,25154.14708139904,79487.10477722097
8964fb,1662698315.0,0.0,1662723583,0.0,ETD75F  ,OMAA,Unknown,EGLL,Unknown,B787-9,Unknown,A6-BLV,1662698315.0,1662723583.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",6209.019794324904,27940.58907446207,88292.26147530014,0.05,29337.618528185176,92706.87454906516,27940.58907446207,88292.26147530014,290.0,14.0,0.02,28499.400855951313,90058.10670480615
8964fb,1662685958.0,0.0,1662688639,0.0,ETD242  ,Unknown,Unknown,OMAD,Unknown,B787-9,Unknown,A6-BLV,1662685958.0,1662688639.0,No Weather Info,"OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",2621.726466568254,11797.769099557145,37280.95035460057,0.0,11797.769099557145,37280.95035460057,11797.769099557145,37280.95035460057,,,0.0,11797.769099557145,37280.95035460058
89653a,1662704475.0,0.0,1662734990,0.0,ETD654  ,OMAA,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNC,1662704475.0,1662734990.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4999.376767173726,22497.19545228177,71091.1376292104,0.05,23622.05522489586,74645.69451067092,22497.19545228177,71091.1376292104,290.0,14.0,0.02,22947.139361327405,72512.9603817946
89653a,1662681604.0,0.0,1662693563,0.0,ETD69K  ,Unknown,EGLL,OMAF,OMAA,Boeing 787-9 Dreamliner,B789,A6-BNC,1662681604.0,1662693563.0,No Weather Info,No Weather Info,6918.738023672021,31134.32110652409,98384.45469661614,0.0,31134.32110652409,98384.45469661614,31134.32110652409,98384.45469661614,,,0.0,31134.32110652409,98384.45469661613
896326,1662726500.0,0.0,1662739524,0.0,ETD71B  ,Unknown,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETI,1662726500.0,1662739524.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5384.407542904073,24229.83394306833,76566.27526009592,0.0,24229.83394306833,76566.27526009592,24229.83394306833,76566.27526009592,,,0.0,24229.83394306833,76566.27526009592
896326,1662702635.0,0.0,1662717022,0.0,ETD61N  ,OMAA,Unknown,LTFM,Unknown,777 3FXER,B77W,A6-ETI,1662702635.0,1662717022.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","LTFM 091050Z 05008KT 340V100 9999 SCT035 BKN080 08/M00 Q1020 NOSIG RMK RWY17L 03007KT 340V080 RWY34L 04009KT 320V050 RWY16R 03008KT 320V060 RWY36 02008KT 330V050 RWY18 03009KT 360V060,LTFM,2025-04-09T10:50:00Z,41.262,28.74,8,0,50,8,,6+,30.12,,,,,,TRUE,,,,,SCT,3500,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,99",5950.520980790689,26777.344413558098,84616.40834684359,0.05,28116.211634236,88847.22876418577,26777.344413558098,84616.40834684359,290.0,14.0,0.02,27312.89130182926,86308.73651378046
896326,1662682690.0,0.0,1662684059,0.0,ETD455  ,Unknown,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETI,1662682690.0,1662684059.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3672.415715166129,16525.87071824758,52221.75146966236,0.0,16525.87071824758,52221.75146966236,16525.87071824758,52221.75146966236,,,0.0,16525.87071824758,52221.751469662355
8963cc,1662713834.0,0.0,1662734737,0.0,ETD11K  ,LFPG,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETS,1662713834.0,1662734737.0,"LFPG 091100Z 02009KT 350V080 CAVOK 15/03 Q1024 NOSIG,LFPG,2025-04-09T11:00:00Z,49.015,2.534,15,3,20,9,,6+,30.24,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4537.673574873076,20419.531086928844,64525.71823469515,0.05,21440.50764127529,67752.00414642991,20419.531086928844,64525.71823469515,20.0,9.0,0.0,20419.531086928844,64525.71823469515
8963cc,1662689333.0,0.0,1662701219,1662701227.0,ETD36A  ,Unknown,OMAA,LFPG,LFPG,777 3FXER,B77W,A6-ETS,1662689333.0,1662701227.0,No Weather Info,"LFPG 091100Z 02009KT 350V080 CAVOK 15/03 Q1024 NOSIG,LFPG,2025-04-09T11:00:00Z,49.015,2.534,15,3,20,9,,6+,30.24,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107",6489.763845088347,29203.93730289756,92284.44187715628,0.0,29203.93730289756,92284.44187715628,29203.93730289756,92284.44187715628,,,0.0,29203.93730289756,92284.44187715629
8963ce,1662718230.0,0.0,1662742925,0.0,ETD9    ,Unknown,Unknown,EGLL,Unknown,787 9,B789,A6-BLA,1662718230.0,1662742925.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",5671.255694653484,25520.65062594068,80645.25597797254,0.0,25520.65062594068,80645.25597797254,25520.65062594068,80645.25597797254,,,0.0,25520.65062594068,80645.25597797256
